,ew_all,ew_all_err,ew_e,ew_e_err,ew_b,ew_b_err,ew_b2,ew_b2_err,ew_abs,ew_abs_err
[OIII] 4959,439.87539096616985,45.59206679396342,413.18754888508187,44.11571861815235,23.763028345617023,2.4722941339957583,2.9248137354709867,0.27107888575586375,,
