,flux_e,flux_e_err,flux_b,flux_b_err,flux_b2,flux_b2_err,flux_abs,flux_abs_err
[OIII] 4959,522.5559109013747,1.5287865486464227,30.055240720222347,2.726879886647763,3.6985886373241423,1.6554469487469115,,
